Season,PlayerID,Age,YearsExperience,League,Team,Position,Games,PointsPerGame,AssistsPerGame,BlocksPerGame,ReboundsPerGame,EffectiveFieldGoalPercent
2000,3194,22,1,NBA,ATL,PG,81,8.1,4.3,0.1,2.0,0.453
2016,3194,38,17,NBA,HOU,SG,72,5.9,1.4,0.1,1.1,0.525
2003,3194,25,4,NBA,ATL,PG,81,17.2,7.4,0.2,3.4,0.498
2006,3194,28,7,NBA,DAL,PG,80,17.1,3.8,0.3,2.0,0.547
2018,3194,40,19,NBA,MIL,SG,51,3.3,1.2,0.3,0.9,0.513
2014,3194,36,15,NBA,BRK,PG,35,4.5,1.6,0.0,1.1,0.49
2010,3194,32,11,NBA,DAL,SG,77,16.6,3.8,0.2,1.8,0.503
2001,3194,23,2,NBA,ATL,SG,82,19.7,4.9,0.1,3.3,0.481
2017,3194,39,18,NBA,MIL,SG,74,4.1,1.3,0.3,1.4,0.582
2009,3194,31,10,NBA,DAL,SG,74,19.6,3.4,0.3,2.4,0.535
2015,3194,37,16,NBA,HOU,SG,77,7.0,1.9,0.2,1.6,0.563
2002,3194,24,3,NBA,ATL,SG,78,19.3,5.7,0.2,3.5,0.5
2004,3195,27,5,NBA,IND,C,82,6.1,0.8,0.3,7.4,0.544
2011,3195,34,12,NBA,IND,C,56,3.3,0.8,0.6,6.3,0.479
2005,3195,28,6,NBA,IND,C,61,7.0,0.7,0.2,9.0,0.519
2000,3195,23,1,NBA,IND,C,19,2.3,0.3,0.1,1.7,0.565
2007,3195,30,8,NBA,IND,C,75,4.3,0.8,0.5,8.1,0.469
2003,3195,26,4,NBA,IND,C,77,2.1,0.7,0.3,3.6,0.36
2006,3195,29,7,NBA,IND,C,63,5.9,0.8,0.4,9.1,0.552
2002,3195,25,3,NBA,IND,C,82,5.7,0.9,0.5,6.8,0.452
2009,3195,32,10,NBA,IND,C,74,6.1,1.8,0.7,6.9,0.504
2010,3195,33,11,NBA,IND,C,16,3.1,1.3,0.3,5.1,0.478
2008,3195,31,9,NBA,IND,C,77,6.4,1.7,0.4,8.7,0.55
2012,3195,35,13,NBA,IND,C,11,2.3,0.4,0.1,3.8,0.528
2001,3195,24,2,NBA,IND,C,71,3.5,0.5,0.4,5.5,0.474
2003,3196,26,3,NBA,ATL,SG,29,1.9,1.2,0.1,1.1,0.452
2005,3196,28,4,NBA,NYK,SG,21,2.0,1.1,0.0,1.1,0.515
2000,3196,23,1,NBA,DET,SG,7,1.0,0.6,0.0,1.6,0.091
2002,3196,25,2,NBA,TOR,SG,24,2.4,2.4,0.0,1.1,0.488
2003,3196,26,3,NBA,TOR,SG,24,2.8,1.6,0.1,1.0,0.316
2003,3196,26,3,NBA,TOT,SG,53,2.3,1.4,0.1,1.1,0.368
2006,3196,29,5,NBA,MIL,PG,30,1.2,0.8,0.0,0.9,0.442
2000,3197,22,1,NBA,LAL,PG,16,2.3,1.3,0.0,0.7,0.356
2000,3198,19,1,NBA,IND,SF,24,2.7,0.1,0.2,0.9,0.343
2001,3198,20,2,NBA,IND,SF,59,3.3,0.5,0.5,1.3,0.384
2005,3198,24,6,NBA,IND,SF,7,5.1,0.6,0.3,2.0,0.413
2003,3198,22,4,NBA,IND,SF,46,6.6,0.9,1.2,2.9,0.478
2006,3198,25,7,NBA,IND,SF,2,5.0,1.0,0.5,2.0,0.8
2004,3198,23,5,NBA,IND,SF,21,7.0,0.4,0.5,1.9,0.514
2002,3198,21,3,NBA,IND,SF,78,7.4,0.8,0.6,3.1,0.479
2010,3198,29,8,NBA,NYK,SF,25,4.7,0.6,0.7,2.1,0.47
2001,3199,21,2,NBA,PHI,SF,65,4.7,0.5,0.2,2.9,0.48
2007,3199,27,8,NBA,PHO,SF,18,2.2,0.1,0.1,1.3,0.373
2000,3199,20,1,NBA,PHI,SF,33,1.7,0.2,0.2,1.2,0.397
2005,3199,25,6,NBA,LAL,SF,76,7.6,0.9,0.3,5.2,0.537
2006,3199,26,7,NBA,CHA,PF,76,10.5,0.8,0.3,4.9,0.483
2004,3199,24,5,NBA,BOS,SG,42,2.2,0.3,0.2,1.6,0.411
2002,3199,22,3,NBA,CLE,PF,81,8.3,1.4,0.6,6.0,0.489
2003,3199,23,4,NBA,CLE,SF,80,9.8,1.4,0.3,5.1,0.512
2005,3200,27,6,NBA,PHI,PF,47,11.3,1.6,0.1,6.6,0.457
2006,3200,28,7,NBA,SAC,PF,82,9.1,2.0,0.5,7.5,0.505
2003,3200,25,4,NBA,HOU,PF,20,9.9,2.0,0.3,6.9,0.432
2004,3200,26,5,NBA,PHI,PF,74,13.6,1.5,0.4,10.1,0.469
2009,3200,31,10,NBA,SAC,PF,8,0.8,0.1,0.1,1.9,0.375
2000,3200,22,1,NBA,HOU,PF,72,8.3,1.6,0.3,6.1,0.429
2007,3200,29,8,NBA,SAC,PF,62,5.3,1.2,0.3,6.1,0.482
2008,3200,30,9,NBA,SAC,PF,23,1.4,0.6,0.0,2.7,0.421
2003,3200,25,4,NBA,TOT,PF,66,10.1,1.7,0.4,8.0,0.465
2003,3200,25,4,NBA,PHI,PF,46,10.2,1.6,0.5,8.5,0.482
2001,3200,23,2,NBA,HOU,PF,74,7.1,1.0,0.6,5.6,0.47
2010,3200,32,11,NBA,SAC,PF,26,1.6,0.6,0.4,3.3,0.486
2005,3200,27,6,NBA,TOT,PF,73,12.4,2.1,0.2,7.3,0.471
2005,3200,27,6,NBA,SAC,PF,26,14.5,2.9,0.4,8.7,0.492
2002,3200,24,3,NBA,HOU,PF,72,14.1,1.9,0.9,7.2,0.478
2007,3201,27,8,NBA,LAL,PF,56,15.9,4.8,0.6,9.8,0.508
2013,3201,33,14,NBA,LAC,PF,82,4.0,1.7,0.7,5.9,0.423
2003,3201,23,4,NBA,LAC,SF,49,14.6,3.6,0.8,6.7,0.473
2005,3201,25,6,NBA,LAL,PF,64,15.2,3.7,1.0,10.2,0.496
2006,3201,26,7,NBA,LAL,PF,80,14.8,5.5,0.8,9.2,0.524
2002,3201,22,3,NBA,LAC,SF,29,13.1,5.9,1.2,6.1,0.442
2012,3201,32,13,NBA,DAL,SF,50,6.6,1.7,0.4,4.2,0.393
2001,3201,21,2,NBA,LAC,PF,76,17.2,5.2,1.6,7.8,0.498
2010,3201,30,11,NBA,LAL,PF,82,10.8,3.3,0.7,9.8,0.502
2004,3201,24,5,NBA,MIA,PF,80,17.1,4.1,0.9,9.7,0.457
2000,3201,20,1,NBA,LAC,SF,76,16.6,4.2,1.3,7.8,0.467
2009,3201,29,10,NBA,LAL,PF,78,11.3,2.6,1.3,8.2,0.516
2011,3201,31,12,NBA,LAL,PF,82,14.4,3.0,0.7,8.7,0.568
2008,3201,28,9,NBA,LAL,PF,77,14.2,3.5,0.9,10.6,0.544
2000,3202,22,1,NBA,CLE,PF,16,1.5,0.0,0.1,1.7,0.409
2000,3202,22,1,NBA,CHI,PF,6,1.7,0.2,0.2,1.2,0.4
2000,3202,22,1,NBA,TOT,PF,22,1.5,0.0,0.1,1.5,0.406
2001,3202,23,2,NBA,IND,PF,3,0.0,0.3,0.0,0.0,
2001,3203,23,2,NBA,WAS,PG,35,4.3,2.5,0.3,1.8,0.419
2000,3203,22,1,NBA,WAS,SG,33,1.5,0.8,0.1,0.8,0.381
2006,3203,28,4,NBA,LAL,SG,25,4.2,0.6,0.2,1.7,0.494
2005,3203,27,3,NBA,WAS,SF,42,3.2,0.9,0.1,1.8,0.469
2000,3204,27,1,NBA,SEA,SF,17,3.6,0.6,0.2,2.4,0.444
2014,3205,34,15,NBA,NYK,SF,29,4.8,0.6,0.3,2.0,0.457
2013,3205,33,14,NBA,LAL,SF,75,12.4,1.5,0.6,5.0,0.488
2004,3205,24,5,NBA,IND,SF,73,18.3,3.7,0.7,5.3,0.455
2016,3205,36,16,NBA,LAL,SF,35,5.0,0.8,0.3,2.5,0.384
2003,3205,23,4,NBA,IND,SF,69,15.5,2.9,0.7,5.2,0.47
2002,3205,22,3,NBA,CHI,SF,27,15.6,2.9,0.9,4.9,0.484
2002,3205,22,3,NBA,IND,SF,28,10.9,1.8,0.6,5.0,0.44
2002,3205,22,3,NBA,TOT,SF,55,13.2,2.3,0.7,4.9,0.465
2012,3205,32,13,NBA,LAL,SF,64,7.7,2.2,0.4,3.4,0.454
2010,3205,30,11,NBA,LAL,SF,77,11.0,3.0,0.3,4.3,0.484
2006,3205,26,7,NBA,TOT,SF,56,17.6,3.6,0.7,5.1,0.449
2011,3205,31,12,NBA,LAL,SF,82,8.5,2.1,0.4,3.3,0.46
2006,3205,26,7,NBA,IND,SF,16,19.4,2.2,0.7,4.9,0.498
2005,3205,25,6,NBA,IND,SF,7,24.6,3.1,0.9,6.4,0.525
2008,3205,28,9,NBA,SAC,SF,57,20.5,3.5,0.7,5.8,0.497
2001,3205,21,2,NBA,CHI,SF,76,11.9,3.0,0.6,3.9,0.428
2017,3205,37,17,NBA,LAL,SF,25,2.3,0.4,0.1,0.8,0.346
2006,3205,26,7,NBA,SAC,SF,40,16.9,4.2,0.8,5.2,0.43
2009,3205,29,10,NBA,HOU,SF,69,17.1,3.3,0.3,5.2,0.475
2007,3205,27,8,NBA,SAC,SF,70,18.8,3.4,0.6,6.5,0.485
2000,3205,20,1,NBA,CHI,SF,72,12.0,2.8,0.5,4.3,0.447
2000,3206,23,1,NBA,CHI,PF,71,2.2,0.6,0.4,3.5,0.42
2004,3206,27,4,NBA,UTA,PF,41,2.2,1.0,0.5,5.0,0.325
2008,3206,31,8,NBA,MIL,C,46,2.0,0.5,0.4,4.0,0.532
2007,3206,30,7,NBA,WAS,PF,30,0.6,0.2,0.3,2.1,0.278
2002,3206,25,3,NBA,PHI,PF,15,1.1,0.3,0.5,3.4,0.269
2005,3206,28,5,NBA,WAS,C,79,1.4,0.8,0.5,4.2,0.414
2006,3206,29,6,NBA,WAS,C,76,1.4,0.4,0.4,3.6,0.442
2001,3206,24,2,NBA,CHI,PF,45,2.6,0.9,0.8,5.8,0.444
2009,3206,32,9,NBA,POR,PF,11,0.5,0.0,0.1,1.0,0.286
2000,3207,21,1,NBA,VAN,PG,53,2.0,0.9,0.0,1.0,0.439
2002,3207,23,3,NBA,PHO,SG,28,2.8,1.0,0.0,0.8,0.386
2002,3207,23,3,NBA,BOS,PG,41,3.7,1.3,0.1,1.2,0.43
2001,3207,22,2,NBA,BOS,PG,58,5.9,2.6,0.0,1.8,0.494
2003,3207,24,4,NBA,CLE,PG,80,5.0,3.2,0.2,2.9,0.428
2004,3207,25,5,NBA,TOR,PG,59,4.4,3.1,0.2,1.7,0.356
2005,3207,26,6,NBA,TOR,PG,80,5.8,3.5,0.2,1.7,0.449
2006,3207,27,7,NBA,UTA,PG,71,6.2,2.7,0.2,1.9,0.426
2002,3207,23,3,NBA,TOT,PG-SG,69,3.3,1.2,0.1,1.1,0.414
2000,3208,23,1,NBA,TOT,PF,17,1.9,0.3,0.1,1.9,0.368
2000,3208,23,1,NBA,MIL,PF,10,2.9,0.4,0.1,2.3,0.429
2000,3208,23,1,NBA,NYK,PF,7,0.6,0.1,0.0,1.4,0.2
2005,3209,29,4,NBA,ATL,C,42,5.5,0.3,0.3,4.3,0.434
2001,3209,25,2,NBA,TOT,PF,33,3.1,0.3,0.2,2.4,0.395
2000,3209,24,1,NBA,VAN,PF,39,3.2,0.2,0.1,2.4,0.466
2001,3209,25,2,NBA,WAS,PF,29,3.5,0.3,0.2,2.6,0.416
2002,3209,26,3,NBA,LAC,PF,29,1.9,0.1,0.2,1.2,0.333
2001,3209,25,2,NBA,DAL,PF,4,0.0,0.0,0.0,0.5,0.0
2001,3210,23,2,NBA,UTA,SF,35,3.5,0.5,0.3,1.3,0.443
2002,3210,24,3,NBA,UTA,SG,36,4.0,1.0,0.3,1.2,0.458
2004,3210,26,4,NBA,MIN,SF,14,1.1,0.1,0.1,0.5,0.4
2000,3210,22,1,NBA,UTA,SG,74,3.8,0.5,0.2,1.5,0.411
2008,3211,31,9,NBA,HOU,PG,74,13.1,5.3,0.2,3.5,0.471
2001,3211,24,2,NBA,MIL,PG,37,2.1,1.8,0.0,0.8,0.405
2002,3211,25,3,NBA,MIL,PG,50,3.5,2.9,0.0,1.4,0.416
2006,3211,29,7,NBA,HOU,PG,63,12.1,6.7,0.2,4.0,0.449
2007,3211,30,8,NBA,HOU,PG,82,13.3,5.4,0.1,3.4,0.47
2003,3211,26,4,NBA,TOR,PG,47,7.8,4.1,0.3,2.3,0.491
2000,3211,23,1,NBA,MIL,PG,27,2.2,2.6,0.0,0.9,0.3
2009,3211,32,10,NBA,ORL,PG,29,12.0,5.1,0.1,2.9,0.466
2009,3211,32,10,NBA,TOT,PG,77,11.7,5.3,0.1,2.9,0.454
2009,3211,32,10,NBA,HOU,PG,48,11.5,5.4,0.1,3.0,0.446
2005,3211,28,6,NBA,TOR,PG,80,14.2,6.4,0.1,3.5,0.485
2010,3211,33,11,NBA,TOT,PG,52,8.2,3.4,0.2,2.5,0.413
2010,3211,33,11,NBA,MIA,PG,25,6.6,2.9,0.2,2.2,0.444
2010,3211,33,11,NBA,NJN,PG,27,9.7,3.9,0.2,2.8,0.394
2004,3211,27,5,NBA,MIA,PG,82,10.2,4.5,0.2,2.8,0.481
2010,3212,31,11,NBA,DET,SG,46,18.1,4.4,0.1,2.7,0.437
2013,3212,34,14,NBA,CHI,SG,50,9.8,2.4,0.1,1.7,0.446
2003,3212,24,4,NBA,DET,SG,82,19.7,2.5,0.2,3.9,0.456
2009,3212,30,10,NBA,DET,SG,67,18.3,4.4,0.1,3.1,0.48
2007,3212,28,8,NBA,DET,SG,75,19.8,3.8,0.2,3.8,0.486
2006,3212,27,7,NBA,DET,SG,80,20.1,3.4,0.2,3.2,0.512
2011,3212,32,12,NBA,DET,SG,55,14.1,3.1,0.1,2.3,0.47
2000,3212,21,1,NBA,WAS,SG,71,9.0,1.5,0.1,1.8,0.443
2002,3212,23,3,NBA,WAS,SG,63,20.0,2.7,0.2,3.4,0.443
2001,3212,22,2,NBA,WAS,SF,78,18.1,2.9,0.1,3.1,0.454
2012,3212,33,13,NBA,CHI,SG,28,11.6,3.0,0.0,2.4,0.479
2005,3212,26,6,NBA,DET,SG,76,18.7,4.9,0.2,3.9,0.455
2004,3212,25,5,NBA,DET,SG,78,17.6,4.0,0.2,3.6,0.462
2008,3212,29,9,NBA,DET,SG,72,17.3,4.2,0.1,3.3,0.515
2000,3213,26,1,NBA,DAL,PF,21,3.9,0.4,0.0,2.3,0.486
2002,3214,24,3,NBA,MEM,SG,63,9.4,1.1,0.2,4.3,0.449
2001,3214,23,2,NBA,PHI,SF,47,5.3,0.4,0.1,1.6,0.465
2000,3214,22,1,NBA,MIA,SG,34,4.3,0.6,0.2,1.4,0.434
2004,3214,26,4,NBA,SAC,SF,22,1.9,0.3,0.0,0.7,0.339
2005,3214,27,5,NBA,NJN,SF,64,7.0,1.0,0.1,3.0,0.417
2000,3215,24,1,NBA,DEN,SF,52,2.5,0.4,0.3,2.2,0.397
2002,3215,26,3,NBA,DEN,SF,75,4.9,0.7,0.5,4.0,0.48
2009,3215,33,9,NBA,NOH,SF,21,2.2,0.4,0.2,1.1,0.579
2003,3215,27,4,NBA,DEN,SG,62,3.6,0.9,0.5,2.5,0.497
2005,3215,29,6,NBA,HOU,SF,66,1.7,0.3,0.1,1.2,0.437
2004,3215,28,5,NBA,DEN,PF,52,0.9,0.3,0.3,1.7,0.34
2008,3215,32,8,NBA,NOH,SF,53,2.2,0.5,0.2,1.9,0.49
2006,3215,30,7,NBA,HOU,SF,68,1.3,0.4,0.1,1.3,0.31
2010,3215,34,10,NBA,OKC,SF,1,4.0,0.0,0.0,2.0,1.0
2001,3215,25,2,NBA,DEN,SF,57,3.4,0.5,0.2,2.0,0.569
2000,3216,23,1,NBA,SAC,SG,1,5.0,0.0,0.0,0.0,0.333
2001,3217,24,2,NBA,UTA,PF,27,2.1,0.2,0.1,1.4,0.477
2007,3217,30,8,NBA,HOU,PF,24,1.8,0.3,0.1,1.9,0.388
2007,3217,30,8,NBA,MEM,PF,7,0.3,0.0,0.0,1.3,0.143
2002,3217,25,3,NBA,UTA,PF,75,6.7,1.1,0.2,3.8,0.538
2000,3217,23,1,NBA,UTA,PF,47,2.6,0.5,0.2,1.9,0.361
2007,3217,30,8,NBA,TOT,PF,31,1.5,0.3,0.1,1.7,0.357
2003,3217,26,4,NBA,UTA,PF,82,5.7,1.0,0.3,3.3,0.455
2006,3217,29,7,NBA,NJN,PF,62,3.4,0.7,0.2,2.7,0.458
2005,3217,28,6,NBA,HOU,PF,66,4.2,0.8,0.2,2.8,0.528
2004,3217,27,5,NBA,HOU,PF,58,3.4,0.4,0.2,2.4,0.527
2001,3218,22,2,NBA,PHO,SF,79,17.3,2.0,1.4,10.7,0.489
2014,3218,35,15,NBA,DAL,SF,76,10.4,1.6,0.5,6.5,0.523
2011,3218,32,12,NBA,DAL,SF,80,12.5,1.4,0.6,6.9,0.523
2012,3218,33,13,NBA,DAL,SF,63,10.6,2.1,0.6,7.4,0.461
2009,3218,30,10,NBA,MIA,SF,42,12.0,1.8,1.1,8.7,0.491
2006,3218,27,7,NBA,PHO,PF,81,21.8,1.8,1.7,11.8,0.56
2002,3218,23,3,NBA,PHO,SF,81,19.1,2.0,1.1,9.9,0.486
2009,3218,30,10,NBA,TOR,SF,27,14.3,2.3,0.8,8.3,0.491
2008,3218,29,9,NBA,MIA,PF,16,14.3,2.5,0.9,11.2,0.478
2008,3218,29,9,NBA,PHO,PF,47,15.8,2.1,1.5,9.9,0.576
2004,3218,25,5,NBA,PHO,SF,79,19.0,2.7,1.3,9.3,0.474
2005,3218,26,6,NBA,PHO,PF,81,19.4,1.9,1.5,11.3,0.52
2010,3218,31,11,NBA,DAL,SF,75,12.0,1.4,0.8,6.4,0.51
2008,3218,29,9,NBA,TOT,PF,63,15.4,2.2,1.3,10.2,0.55
2015,3218,36,16,NBA,CLE,SF,57,4.8,0.9,0.5,3.5,0.468
2009,3218,30,10,NBA,TOT,SF,69,12.9,2.0,1.0,8.5,0.491
2007,3218,28,8,NBA,PHO,SF,80,17.5,1.7,1.5,9.8,0.561
2013,3218,34,14,NBA,DAL,PF,67,12.1,2.4,0.7,7.8,0.531
2003,3218,24,4,NBA,PHO,SF,81,21.2,2.4,1.2,9.5,0.5
2000,3218,21,1,NBA,PHO,SF,51,10.2,1.4,1.0,6.5,0.476
2006,3219,28,7,NBA,TOT,PG-SG,70,14.4,4.9,0.2,4.1,0.452
2002,3219,24,3,NBA,HOU,PG,57,21.6,6.4,0.4,7.0,0.451
2008,3219,30,9,NBA,HOU,PG,10,5.5,3.0,0.5,2.3,0.368
2007,3219,29,8,NBA,NYK,SG,44,11.3,3.9,0.3,3.6,0.469
2000,3219,22,1,NBA,HOU,PG,77,18.0,6.6,0.4,5.3,0.493
2001,3219,23,2,NBA,HOU,PG,80,19.9,6.5,0.4,6.9,0.506
2003,3219,25,4,NBA,HOU,PG,81,21.0,6.2,0.5,6.2,0.468
2006,3219,28,7,NBA,NYK,SG,24,10.8,3.5,0.3,3.0,0.461
2006,3219,28,7,NBA,ORL,PG,46,16.2,5.7,0.2,4.8,0.449
2005,3219,27,6,NBA,ORL,PG,78,21.3,7.0,0.4,5.8,0.438
2004,3219,26,5,NBA,HOU,PG,79,16.6,6.2,0.4,5.5,0.436
2002,3220,25,3,NBA,PHI,SF,9,1.3,0.1,0.1,0.8,0.385
2000,3220,23,1,NBA,MIA,SF,4,2.8,0.5,0.8,1.0,0.357
2001,3220,24,2,NBA,CHH,SF,30,1.5,0.3,0.2,1.2,0.317
2000,3221,23,1,NBA,GSW,C,25,2.2,0.2,0.0,1.4,0.333
2001,3222,25,2,NBA,PHI,C,63,4.1,0.2,0.3,2.7,0.589
2002,3222,26,3,NBA,NJN,C,62,9.7,1.3,1.4,6.1,0.531
2000,3222,24,1,NBA,PHI,C,56,3.7,0.2,0.7,2.6,0.553
2003,3222,27,4,NBA,PHI,C,42,7.1,0.5,0.8,4.7,0.517
2000,3223,23,1,NBA,CLE,SG,10,4.9,1.1,0.0,1.5,0.475
2002,3223,25,3,NBA,CLE,SG,44,4.8,1.4,0.1,1.3,0.474
2001,3223,24,2,NBA,CLE,SG,65,6.0,1.2,0.1,1.4,0.513
2002,3224,25,3,NBA,PHI,PG,58,3.3,1.0,0.1,0.9,0.449
2001,3224,24,2,NBA,GSW,PG,66,7.3,3.4,0.2,2.1,0.391
2000,3224,23,1,NBA,GSW,PG,75,9.4,3.3,0.2,2.5,0.442
2003,3225,25,4,NBA,MIN,SF,52,17.6,2.6,0.4,4.6,0.523
2006,3225,28,7,NBA,BOS,SF,32,17.5,3.2,0.1,3.8,0.528
2007,3225,29,8,NBA,BOS,SF,32,15.0,1.7,0.1,3.1,0.472
2008,3225,30,9,NBA,CLE,SF,25,8.2,1.4,0.3,3.2,0.404
2008,3225,30,9,NBA,SEA,SF,50,13.1,1.4,0.1,2.7,0.529
2008,3225,30,9,NBA,TOT,SF,75,11.5,1.4,0.2,2.9,0.493
2004,3225,26,5,NBA,MIN,SF,28,10.2,1.2,0.0,3.1,0.492
2005,3225,27,6,NBA,MIN,SF,81,15.5,2.4,0.2,3.7,0.54
2000,3225,22,1,NBA,MIN,SF,73,11.6,2.8,0.3,3.7,0.532
2009,3225,31,10,NBA,CLE,SF,74,7.0,1.1,0.1,3.1,0.536
2002,3225,24,3,NBA,MIN,SF,82,18.7,3.1,0.3,4.8,0.544
2001,3225,23,2,NBA,MIN,SF,82,14.0,3.2,0.4,5.5,0.524
2006,3225,28,7,NBA,MIN,SF,40,20.1,2.8,0.4,4.8,0.544
2006,3225,28,7,NBA,TOT,SF,72,19.0,3.0,0.3,4.3,0.538
2000,3226,23,1,NBA,BOS,PG,3,1.3,1.7,0.0,1.0,0.167
2001,3227,21,2,NBA,MIN,PG,55,2.8,1.4,0.1,0.5,0.438
2002,3227,22,3,NBA,MIN,PG,28,2.5,1.3,0.0,0.9,0.322
2000,3227,20,1,NBA,MIN,PG,59,2.6,1.5,0.0,0.7,0.359
2003,3228,24,3,NBA,GSW,PG,2,0.0,1.0,0.0,0.0,0.0
2001,3228,22,1,NBA,CHI,PG,33,6.0,1.9,0.2,1.1,0.477
2002,3228,23,2,NBA,CHI,PG,45,5.4,1.8,0.2,1.0,0.455
2001,3229,23,1,NBA,ATL,SF,1,0.0,0.0,0.0,0.0,
2003,3230,30,3,NBA,PHI,PF,19,2.1,0.1,0.4,2.1,0.39
2001,3230,28,1,NBA,SAC,PF,9,0.0,0.1,0.3,0.9,0.0
2003,3230,30,3,NBA,TOT,PF,26,2.3,0.2,0.4,2.3,0.387
2002,3230,29,2,NBA,SEA,PF,63,4.5,0.7,0.4,4.0,0.492
2003,3230,30,3,NBA,TOR,PF,7,2.9,0.6,0.4,2.9,0.38
2010,3231,32,10,NBA,MIN,PF,29,1.7,0.8,0.1,1.0,0.431
2007,3231,29,7,NBA,MEM,PF,28,4.5,1.1,0.0,2.1,0.6
2008,3231,30,8,NBA,MEM,PF,37,3.4,0.6,0.1,2.6,0.44
2001,3231,23,1,NBA,DET,PF,15,2.1,0.2,0.1,1.5,0.323
2009,3231,31,9,NBA,MIN,PF,64,3.0,1.2,0.2,2.2,0.473
2003,3231,25,3,NBA,WAS,PF,5,0.8,0.2,0.0,1.0,0.25
2002,3231,24,2,NBA,DET,PF,8,2.1,0.3,0.0,0.8,0.577
2012,3231,34,12,NBA,DAL,SF,44,1.0,0.4,0.0,0.8,0.345
2006,3231,28,6,NBA,MEM,PF,36,3.4,0.9,0.0,1.5,0.473
2011,3231,33,11,NBA,DAL,SF,56,2.6,0.7,0.1,1.1,0.64
2005,3231,27,5,NBA,MEM,PF,58,9.0,2.0,0.3,3.9,0.421
2004,3231,26,4,NBA,GSW,PF,76,9.6,1.4,0.3,4.2,0.531
2004,3232,24,4,NBA,CLE,PF,22,6.9,0.5,1.0,6.4,0.465
2004,3232,24,4,NBA,TOT,C-PF,76,6.3,0.3,0.8,5.4,0.488
2006,3232,26,6,NBA,LAL,C,59,10.2,1.0,1.2,6.3,0.501
2001,3232,21,1,NBA,CLE,C,59,7.6,0.3,0.9,4.7,0.442
2009,3232,29,8,NBA,LAL,C,18,2.0,0.6,0.3,1.9,0.375
2002,3232,22,2,NBA,CLE,C,74,7.7,0.3,1.2,5.3,0.423
2008,3232,28,7,NBA,LAL,C,23,3.6,0.6,0.6,3.3,0.337
2005,3232,25,5,NBA,LAL,C,75,9.8,0.7,1.4,6.7,0.507
2003,3232,23,3,NBA,CLE,C,52,5.9,0.5,0.7,4.4,0.404
2004,3232,24,4,NBA,BOS,C,54,6.1,0.2,0.8,5.1,0.5
2001,3233,22,1,NBA,GSW,SF,51,8.6,1.2,0.1,3.7,0.389
2003,3234,25,3,NBA,NOH,PG,66,7.9,1.2,0.1,1.8,0.401
2002,3234,24,2,NBA,WAS,SG,56,9.8,1.5,0.1,2.6,0.476
2001,3234,23,1,NBA,TOT,PG,65,9.5,1.0,0.1,2.2,0.432
2001,3234,23,1,NBA,DAL,PG,38,4.2,0.6,0.1,1.7,0.357
2001,3234,23,1,NBA,WAS,PG,27,17.0,1.5,0.1,3.0,0.466
2001,3235,20,1,NBA,CHI,C,35,1.3,0.3,0.5,1.6,0.262
2003,3235,22,3,NBA,CHI,C,10,1.9,0.4,0.3,2.0,0.308
2002,3235,21,2,NBA,CHI,C,50,3.7,0.5,0.5,3.2,0.404
2001,3236,23,1,NBA,HOU,SF,33,2.7,0.1,0.0,1.2,0.374
2004,3236,26,4,NBA,MIL,SF,2,3.5,0.0,0.0,0.5,0.438
2004,3236,26,4,NBA,TOT,SF,6,2.2,0.0,0.0,0.7,0.393
2004,3236,26,4,NBA,GSW,SF,4,1.5,0.0,0.0,0.8,0.333
2003,3236,25,3,NBA,PHO,SF,60,3.1,0.4,0.1,1.5,0.423
2002,3236,24,2,NBA,HOU,SF,34,3.1,0.4,0.1,2.0,0.396
2001,3237,23,1,NBA,DEN,C,6,3.0,0.2,0.3,2.8,0.5
2001,3238,24,1,NBA,PHO,C,54,3.1,0.2,0.4,1.9,0.478
2005,3238,28,4,NBA,MIL,C,11,2.0,0.1,0.4,1.7,0.333
2002,3238,25,2,NBA,PHO,C,3,2.7,0.7,0.3,2.3,0.5
2004,3238,27,3,NBA,MIL,C,54,4.0,0.4,0.4,2.4,0.479
2004,3239,22,4,NBA,TOT,SF,79,10.9,2.1,0.8,4.5,0.489
2001,3239,19,1,NBA,LAC,SF,81,9.4,1.2,1.5,5.9,0.506
2004,3239,22,4,NBA,CLE,SF,37,8.9,2.2,0.7,4.5,0.44
2002,3239,20,2,NBA,LAC,SF,82,9.5,2.2,1.3,5.5,0.484
2004,3239,22,4,NBA,POR,SF,42,12.6,2.0,0.8,4.6,0.528
2003,3239,21,3,NBA,CLE,SF,67,9.2,2.6,1.0,5.4,0.41
2005,3239,23,5,NBA,POR,SF,63,12.8,2.0,1.2,4.7,0.488
2006,3239,24,6,NBA,POR,SF,40,14.0,1.8,1.0,4.6,0.463
2009,3239,27,7,NBA,MEM,SF,34,3.5,0.5,0.6,1.7,0.49
2001,3240,27,1,NBA,WAS,PG,22,5.5,3.0,0.1,1.7,0.418
2005,3241,24,4,NBA,DEN,SG,71,7.1,1.1,0.3,2.1,0.57
2001,3241,20,1,NBA,ATL,SF,78,5.1,0.8,0.4,2.3,0.427
2004,3241,23,3,NBA,NYK,SF,21,5.4,0.5,0.3,1.9,0.438
2006,3241,25,5,NBA,DEN,SG,58,6.1,0.9,0.4,1.7,0.523
2007,3241,26,6,NBA,DEN,SF,39,3.5,0.4,0.3,1.5,0.386
2002,3241,21,2,NBA,ATL,SF,72,8.4,1.1,0.8,3.4,0.479
